speccode,species,a,b,lmax_old,family,lmax
10156,Manducus maderensis,0.00473,2.964,NA,Gonostomatidae,27.9
8321,Pennahia macrocephalus,0.0177625,3.113,27.8,Sciaenidae,27.8
57812,Meganthias kingyo,0.02512,2.97,NA,Serranidae,27.8
12111,Trachelyopterus striatulus,0.006766667,3.216666667,27.7,Auchenipteridae,27.7
26624,Squalius svallize,0.01625,2.965,27.7,Cyprinidae,27.7
17448,Osteochilus waandersii,0.00751,3.12,27.6,Cyprinidae,27.6
1752,Diplodus annularis,0.014608333,3.127525,27.5,Sparidae,27.5
6660,Epinephelus hexagonatus,0.01827,2.976666667,26.6,Serranidae,27.5
57979,Anodus orinocensis,0.00097,3.856,26.7,Hemiodontidae,27.5
8707,Tylochromis bangwelensis,0.023,2.795,22,Cichlidae,27.5
4281,Stephanolepis hispidus,0.0290975,2.88,31.6,Monacanthidae,27.5
1350,Sardina pilchardus,0.005973333,3.151973333,28.75,Clupeidae,27.5
25658,Semaprochilodus insignis,0.0334325,2.98075,29.5,Prochilodontidae,27.5
54380,Acheilognathus macropterus,0.010215,3.193166667,15.6,Cyprinidae,27.5
52566,Leporinus amblyrhynchus,0.010766667,3.08,27.4,Anostomidae,27.4
7905,Pristigenys niphonia,0.03252,3,29.9,Priacanthidae,27.4
64744,Cheilodactylus francisi,0.0123,3.02,NA,Cheilodactylidae,27.4
48618,Cetopsis coecutiens,0.01147,3.187,27.3,Cetopsidae,27.3
48015,Apteronotus mariae,0.005,2.807,27.3,Apteronotidae,27.3
7553,Lepophidium brevibarbe,0.048,2.115,24,Ophidiidae,27.3
54521,Schizopygopsis malacanthus,0.00695,3.1875,34.2,Cyprinidae,27.3
11898,Semaprochilodus taeniurus,0.02953,2.886,27.2,Prochilodontidae,27.2
46965,Pseudolabrus miles,0.0192,3.12,22.4,Labridae,27.2
55016,Serrasalmus marginatus,0.01492,3.254,32.4,Serrasalmidae,27.1
12663,Halichoeres hortulanus,0.016303333,3.021333333,24.3,Labridae,27
8414,Periophthalmodon schlosseri,0.0203,3.06,20.7,Gobiidae,27
51158,Myleus setiger,0.016895,3.254,24.5,Serrasalmidae,27
67528,Upeneus nigromarginatus,0.0099,3.363,27,Mullidae,27
51077,Acestrorhynchus lacustris,0.00946,3.131333333,25,Acestrorhynchidae,27
1501,Amblygaster sirm,0.01881375,3.091625,22.9,Clupeidae,27
53555,Scobinancistrus pariolispos,0.0092,3.14,27,Loricariidae,27
5634,Halichoeres trimaculatus,0.025095,2.76992,16,Labridae,27
1505,Sardinella brasiliensis,0.004273333,3.268,25,Clupeidae,27
62268,Halichoeres dimidiatus,0.0107,3.2,27,Labridae,27
1692,Anthias anthias,0.0242,2.611,21.1,Serranidae,27
589,Thryssa hamiltonii,0.006838571,3.140142857,21.8,Engraulidae,27
4545,Siganus rivulatus,0.01403,3.0016,30.2,Siganidae,27
5807,Monodactylus argenteus,0.03618,2.9617,18.5,Monodactylidae,27
2491,Tylochromis jentinki,0.011,3.555,20.5,Cichlidae,27
4734,Acanthurus thompsoni,0.02611,3,20.1,Acanthuridae,27
1260,Acanthurus triostegus,0.048951429,2.910811429,22.3,Acanthuridae,27
14027,Cynoscion nannus,0.0133,2.92,18,Sciaenidae,27
57778,Satanoperca pappaterra,0.039933333,2.947666667,27.5,Cichlidae,27
25648,Potamorhina altamazonica,0.1842225,2.37975,24,Curimatidae,27
52120,Auchenipterus nuchalis,0.012306667,2.948666667,27,Auchenipteridae,27
13062,Helicolenus hilgendorfii,0.009166667,3.253333333,17.8,Sebastidae,27
8188,Parapercis alboguttata,0.01006,2.9453,NA,Pinguipedidae,27
5424,Barbus meridionalis,0.025086667,2.902666667,21.8,Cyprinidae,27
25148,Channa marulioides,0.0143,3,68,Channidae,27
5871,Pentapodus porosus,0.01514,2.97,NA,Nemipteridae,27
5406,Sargocentron cornutum,0.0166,2.97,NA,Holocentridae,27
23254,Sargocentron seychellense,0.0166,2.97,NA,Holocentridae,27
1322,Bothus myriaster,0.01047,3,NA,Bothidae,27
3585,Equetus punctatus,0.0011,3.844,NA,Sciaenidae,27
6014,Ctenochaetus marginatus,0.02344,2.97,NA,Acanthuridae,27
54568,Laemonema goodebeanorum,0.00087,3.14,28.5,Moridae,26.9
51817,Agoniates halecinus,0.0064,2.96,26.8,Triportheidae,26.8
13248,Triportheus rotundatus,0.0072,3.19,26.8,Triportheidae,26.8
54263,Chaunax suttkusi,0.032835,2.861,26.7,Chaunacidae,26.7
27152,Cirrhinus caudimaculatus,0.00671,3.08,26.6,Cyprinidae,26.6
48911,Hypostomus gymnorhynchus,0.0161,3.14,26.6,Loricariidae,26.6
6438,Scarus tricolor,0.0229,3.106,22,Scaridae,26.6
53011,Brycon behreae,0.0159,3,53,Bryconidae,26.5
61472,Leporinus spilopleura,0.0285,2.921,26.5,Anostomidae,26.5
7773,Myripristis amaena,0.02493,3.15157,19,Holocentridae,26.5
57713,Geophagus altifrons,0.0135,3.07,26.5,Cichlidae,26.5
60668,Onychostoma macrolepis,0.0175,2.97,26.5,Cyprinidae,26.5
17190,Myripristis woodsi,0.040223333,2.88,24.7,Holocentridae,26.5
1376,Pseudorhombus natalensis,0.024,2.7735,26.5,Paralichthyidae,26.5
11556,Labeo lukulae,0.013,2.94,NA,Cyprinidae,26.5
1929,Atropus atropos,0.0228,2.859,NA,Carangidae,26.5
17189,Myripristis tiki,0.0182,3.05,NA,Holocentridae,26.5
60314,Hypomasticus julii,0.006,3.13,26.4,Anostomidae,26.4
58140,Serrasalmus maculatus,0.025585455,3.131454545,34.5,Serrasalmidae,26.4
12057,Pachyurus adspersus,0.003,3.31,27.5,Sciaenidae,26.4
5377,Hoplosternum littorale,0.02735,2.98875,25.4,Callichthyidae,26.3
14497,Strongylura urvillii,0.000525,3.329255,73.5,Belonidae,26.3
14481,Acrossocheilus yunnanensis,0.0147,3.08,26.3,Cyprinidae,26.3
51337,Cyphocharax voga,0.017787143,3.23,26.3,Curimatidae,26.3
2730,Benthalbella dentata,0.00213,3.31,26.2,Scopelarchidae,26.2
55967,Hemibarbus medius,0.004,3.22,26.2,Cyprinidae,26.2
55177,Parargyrops edita,0.035293333,3.044,26.2,Sparidae,26.2
5887,Scolopsis frenata,0.02565,3,NA,Nemipteridae,26
58741,Polydactylus longipes,0.0223,3.006,26,Polynemidae,26
7306,Myripristis kuntee,0.015255,3.309325,14,Holocentridae,26
5057,Polymetme corythaeola,0.00337,3.116,18,Phosichthyidae,26
46738,Caquetaia kraussii,0.041175,2.954,23.5,Cichlidae,26
23607,Squalius pyrenaicus,0.014131429,3.171142857,13.9,Cyprinidae,26
12407,Ctenolucius hujeta,0.01005,2.898,26,Ctenoluciidae,26
9561,Synodontis filamentosus,0.02,2.989,19,Mochokidae,26
15466,Lycodes squamiventer,0.0071,2.81205,24,Zoarcidae,26
25721,Hemiodus unimaculatus,0.017602857,3.042,26,Hemiodontidae,26
14232,Diplectrum labarum,0.01355,2.9645,27.5,Serranidae,26
49898,Hypostomus pyrineusi,0.03713,2.928,21.2,Loricariidae,26
13535,Apocryptes bato,0.0088,2.845,23.1,Gobiidae,26
14015,Larimus acclivis,0.0039,3.388,21,Sciaenidae,26
8034,Eleotris fusca,0.01603,3,8.4,Eleotridae,26
47802,Heptapterus mustelinus,0.008823333,2.860333333,26,Heptapteridae,26
7941,Synodus hoshinonis,0.003386667,3.39703,19,Synodontidae,26
9021,Notacanthus bonaparte,0.0012,3.06,26,Notacanthidae,26
3151,Chriodorus atherinoides,0.003896,3.196,26,Hemiramphidae,26
4096,Hemilepidotus zapus,0.2103,2.2071,26,Cottidae,26
4736,Acanthurus guttatus,0.01841,2.966666667,21.6,Acanthuridae,26
1760,Scorpaena notata,0.018588621,3.038096552,26,Scorpaenidae,26
62174,Tor macrolepis,0.007333333,3.08,26,Cyprinidae,26
4149,Triglops scepticus,0.0011,3.7277,24,Cottidae,26
9935,Awaous aeneofuscus,0.0165,3.1,7.3,Gobiidae,26
10013,Eleotris melanosoma,0.01678,3,6.2,Eleotridae,26
1608,Clupanodon thrissa,0.0067,3.22,21.9,Clupeidae,26
26082,Leucos aula,0.0081,3.163,26,Cyprinidae,26
11087,Brycinus grandisquamis,0.01,3.49,NA,Alestidae,26
16110,Luciosoma setigerum,0.00882,2.86,21.1,Cyprinidae,26
7330,Diplectrum radiale,0.008806,3.1622,24,Serranidae,26
17205,Lethenteron reissneri,0.0019,2.808,17.9,Petromyzontidae,26
1262,Ctenochaetus striatus,0.037621667,2.995911667,21,Acanthuridae,26
8917,Pardachirus marmoratus,0.01122,3.07,NA,Soleidae,26
5866,Pentapodus vitta,0.01514,2.97,NA,Nemipteridae,26
5884,Scolopsis aurata,0.0182,2.98,NA,Nemipteridae,26
8332,Scorpaena histrio,0.01778,3.04,NA,Scorpaenidae,26
6525,Apolemichthys trimaculatus,0.0302,2.89,NA,Pomacanthidae,26
13778,Cantheschenia grandisquamis,0.02188,2.91,NA,Monacanthidae,26
5575,Chaetodon semeion,0.02291,3.01,NA,Chaetodontidae,26
25434,Chelmonops curiosus,0.02188,3.02,NA,Chaetodontidae,26
10537,Inimicus sinensis,0.01122,3.04,NA,Synanceiidae,26
4733,Acanthurus nubilus,0.02291,2.96,NA,Acanthuridae,26
66804,Lutjanus papuensis,0.01445,2.98,NA,Lutjanidae,25.9
54901,Epigonus occidentalis,0.0099,2.979,25.8,Epigonidae,25.8
57801,Cynopotamus kincaidi,0.018,3.03,16.6,Characidae,25.8
51200,Triportheus albus,0.02033,2.869,25.7,Triportheidae,25.7
10157,Malacosteus niger,0.00594,3,16.4,Stomiidae,25.6
56039,Xenocypris hupeinensis,0.00963,2.98,25.6,Cyprinidae,25.6
59981,Sorubim maniradii,0.00499,3.123,25.6,Pimelodidae,25.6
58142,Serrasalmus gibbus,0.0266,3.077,25,Serrasalmidae,25.5
1616,Nematalosa nasus,0.0140275,3.025,25.5,Clupeidae,25.5
63284,Thymallus tugarinae,0.00407,3.18,NA,Salmonidae,25.5
52149,Trachelyopterus ceratophysus,0.0103,3.15,25.5,Auchenipteridae,25.5
50539,Farlowella gracilis,5.00E-04,3.253,25.5,Loricariidae,25.5
61043,Triportheus auritus,0.02105,2.918,25.5,Triportheidae,25.5
1050,Eucinostomus gula,0.018607059,3.040129412,25.5,Gerreidae,25.5
63691,Cathorops kailolae,0.022,2.901,25.4,Ariidae,25.4
8278,Chaetodon humeralis,0.02695,3.109,20.7,Chaetodontidae,25.4
66253,Hypostomus luetkeni,0.039,2.81,25.4,Loricariidae,25.4
55303,Capoeta buhsei,0.0181,2.76,25.39,Cyprinidae,25.4
1742,Ophidion barbatum,0.03945,2.632,25.4,Ophidiidae,25.4
13775,Sargocentron suborbitale,0.0166,2.97,NA,Holocentridae,25.4
8330,Halichoeres notospilus,0.01,3.08,NA,Labridae,25.4
13286,Garra lamta,0.004625,3.125,25.34,Cyprinidae,25.3
62435,Siganus woodlandi,0.01585,3.07,NA,Siganidae,25.2
68166,Acanthurus albimento,0.01698,2.99,NA,Acanthuridae,25.2
56033,Megalobrama pellegrini,0.0166,3.08,25.1,Cyprinidae,25.1
938,Pterocaesio tessellata,0.0112,3.297,17.5,Caesionidae,25
9811,Squalius carolitertii,0.01255,3.04,17.6,Cyprinidae,25
8112,Diplodus noct,0.02358,3,23.5,Sparidae,25
16324,Oedalechilus labeo,0.01125,2.979,24.4,Mugilidae,25
1946,Oligoplites refulgens,0.0053,3.03,16.6,Carangidae,25
1186,Ophioscion punctatissimus,0.00494,3.18,18.1,Sciaenidae,25
53923,Osteomugil perusii,0.014,2.92,23.1,Mugilidae,25
3584,Equetus lanceolatus,0.00109,3.844,22.3,Sciaenidae,25
12596,Myripristis chryseres,0.025445,3,17.3,Holocentridae,25
3821,Ammodytes dubius,0.001996667,3.03,NA,Ammodytidae,25
3804,Pholis gunnellus,0.0043,3.018,25,Pholidae,25
4001,Sebastes semicinctus,0.019,2.81,16.5,Sebastidae,25
53278,Laemolyta fernandezi,0.0127,2.88,21.4,Anostomidae,25
3675,Sparisoma atomarium,0.0121,3.028,8.6,Scaridae,25
8130,Onigocia spinosa,0.0396,2.418,19,Platycephalidae,25
8171,Barbonymus altus,0.0137,3.0368,25,Cyprinidae,25
1865,Lethrinus genivittatus,0.01744,2.987153333,33,Lethrinidae,25
7894,Bembrops platyrhynchus,0.003,3.247,23.3,Percophidae,25
14101,Corvula macrops,0.0095,3.16,21.4,Sciaenidae,25
16209,Thynnichthys thynnoides,0.007133333,3.0948,22.8,Cyprinidae,25
4623,Siganus doliatus,0.01233,3.21804,22.5,Siganidae,25
3907,Nealotus tripes,0.00192,3.216,NA,Gempylidae,25
27127,Scaphognathops stejnegeri,0.0205,2.843,27.6,Cyprinidae,25
5885,Scolopsis bilineata,0.014365,3.15739,19.4,Nemipteridae,25
27840,Leporinus gossei,0.0172,3.14,15.5,Anostomidae,25
10355,Polydactylus microstomus,0.01863,3.04895,24.5,Polynemidae,25
8243,Ephippus orbis,0.1504,2.66,20.5,Ephippidae,25
5781,Cheilodipterus macrodon,0.004765,3.5049,18.5,Apogonidae,25
15236,Johnius carouna,0.0067,3.1481,14.7,Sciaenidae,25
5588,Heniochus acuminatus,0.0259,3.0834,17.5,Chaetodontidae,25
4907,Sargocentron caudimaculatum,0.0391,2.941,15,Holocentridae,25
4828,Saurida longimanus,0.004,3.093333333,25.5,Synodontidae,25
5443,Upeneus tragula,0.01653,2.9574,26.3,Mullidae,25
1300,Ariomma indicum,0.029902,2.8644,22.4,Ariommatidae,25
1303,Atherinomorus lacunosus,0.008115,3.19376,13,Atherinidae,25
5852,Nemipterus randalli,0.023433333,2.769333333,25,Nemipteridae,25
5157,Kuhlia sandvicensis,0.022623333,3.006666667,23,Kuhliidae,25
5409,Labeo cylindricus,0.01245,3.1225,18.5,Cyprinidae,25
51064,Astyanax maximus,0.00826,3.1675,25,Characidae,25
1128,Haemulon aurolineatum,0.017126364,3.014881818,28,Haemulidae,25
7633,Acantholabrus palloni,0.0108,3.074,23.5,Labridae,25
14139,Peprilus medius,0.0165,3.08115,29.6,Stromateidae,25
2716,Saurida brasiliensis,0.005995,2.9625,11.6,Synodontidae,25
61537,Lethrinus ravus,0.01409,3.06476,53.2,Lethrinidae,25
11973,Serrasalmus spilopleura,0.02137,3.2355,25,Serrasalmidae,25
2022,Pseudophycis breviuscula,0.00876,3.008,14.4,Moridae,25
5235,Brycinus nurse,0.0210275,2.9177175,23.3,Alestidae,25
6572,Pygoplites diacanthus,0.01638,3,12.3,Pomacanthidae,25
5155,Stomias atriventer,2.00E-04,3.73,20.9,Stomiidae,25
3924,Peprilus burti,0.0137,3.12,16.4,Stromateidae,25
23800,Pholis crassispina,0.002135,3.1851,22.1,Pholidae,25
37,Ammodytes marinus,0.001665,3.269875,19.25,Ammodytidae,25
26749,Astatheros macracanthus,0.028,3.208,15,Cichlidae,25
7422,Neoscopelus macrolepidotus,0.02457,2.52,16.5,Neoscopelidae,25
5226,Phractolaemus ansorgii,0.0061,3.17,23.6,Phractolaemidae,25
5826,Inimicus didactylus,0.024155,2.847225,21.5,Synanceiidae,25
4560,Dendrophysa russelii,0.016165,3,15,Sciaenidae,25
6449,Cephalopholis microprion,0.0228,3.13,18.5,Serranidae,25
1290,Ciliata mustela,0.0058,3.0845,23.5,Lotidae,25
4019,Peristedion thompsoni,0.0054,3.079,20,Peristediidae,25
58100,Myloplus asterias,0.04465,3.034,19.1,Serrasalmidae,25
1179,Isopisthus parvipinnis,0.00794,3.0764,22.8,Sciaenidae,25
10339,Centrogenys vaigiensis,0.034,2.97,17.9,Centrogenyidae,25
12052,Pachyurus bonariensis,0.015096,3.106,25,Sciaenidae,25
8271,Pardachirus pavoninus,0.00784,3.21804,28,Soleidae,25
4435,Rhyacichthys aspro,0.01631,3,14.4,Rhyacichthyidae,25
3673,Thalassoma bifasciatum,0.0109,2.978,11.8,Labridae,25
42,Arnoglossus imperialis,0.0052375,3.168,18,Bothidae,25
9940,Iberochondrostoma lemmingii,0.01125,3.147,9.9,Cyprinidae,25
4629,Siganus vulpinus,0.022445,3,21.2,Siganidae,25
13991,Ophioscion imiceps,0.009,3.059,23.5,Sciaenidae,25
1878,Gaidropsarus macrophthalmus,0.00634,2.95,19,Lotidae,25
632,Coilia ramcarati,0.0038,2.88,18.2,Engraulidae,25
48174,Acanthobrama microlepis,0.01085,3.075,NA,Cyprinidae,25
4730,Alburnus alburnus,0.007216667,3.127333333,20,Cyprinidae,25
9915,Monodactylus sebae,0.03695,2.8155,17.5,Monodactylidae,25
4887,Spicara maena,0.012155588,3.094411765,27.5,Sparidae,25
23070,Triplophysa strauchii,0.018,2.885,21,Nemacheilidae,25
1197,Umbrina broussonnetii,0.0231,2.99,28,Sciaenidae,25
6603,Diploprion bifasciatum,0.012756667,3.0925,20,Serranidae,25
1890,Alepes melanoptera,0.1,2.39,NA,Carangidae,25
7785,Johnius amblycephalus,0.02,2.92,17,Sciaenidae,25
14084,Stellifer illecebrosus,0.00605,3.254,22.8,Sciaenidae,25
13441,Trinectes fonsecensis,0.002,3.867,14,Achiridae,25
5877,Scolopsis lineata,0.0394,2.907,17,Nemipteridae,25
51328,Leporinus striatus,0.017,3.07,12,Anostomidae,25
1954,Selar boops,0.0135,3.234,20,Carangidae,25
23608,Achondrostoma arcasii,0.025,2.77,12.3,Cyprinidae,25
4295,Sphoeroides lobatus,0.051066667,2.709666667,26,Tetraodontidae,25
6462,Telestes souffia,0.0893,2.139,15,Cyprinidae,25
22679,Bathylagus pacificus,0.006385,3.11475,25,Bathylagidae,25
11626,Physiculus rastrelliger,0.005,3.063,25,Moridae,25
495,Anabas testudineus,0.053933333,2.772883333,17,Anabantidae,25
12896,Neoniphon aurolineatus,0.020745,3,22.5,Holocentridae,25
52630,Ossubtus xinguense,0.0284,2.93,25,Serrasalmidae,25
472,Pleuragramma antarctica,0.00447,3.25,20,Nototheniidae,25
6635,Cantherhines pardalis,0.017,3.07,12.4,Monacanthidae,25
1911,Carangoides praeustus,0.006,3.29,24.8,Carangidae,25
5876,Scolopsis ciliata,0.031966667,2.971,26.1,Nemipteridae,25
1720,Hymenocephalus italicus,0.0077,2.45,15.5,Macrouridae,25
4737,Acanthurus leucopareius,0.00409,3,20,Acanthuridae,25
3554,Brama caribbea,0.0011,3.609,NA,Bramidae,25
6029,Sufflamen bursa,0.027105,3,17.2,Balistidae,25
2726,Parasudis truculenta,0.00288,3.239,25,Chlorophthalmidae,25
1706,Chromis chromis,0.037555714,2.758142857,14,Pomacentridae,25
499,Trichopodus pectoralis,0.01525,3.0985,24,Osphronemidae,25
47482,Hassar wilderi,0.039,2.723,21,Doradidae,25
13150,Brevitrygon imbricata,0.023733333,3.076666667,24.6,Dasyatidae,25
62725,Parachondrostoma miegii,0.0113125,3.047375,23.3,Cyprinidae,25
41,Arnoglossus laterna,0.007497647,3.078235294,20,Bothidae,25
1644,Pliosteostoma lutipinnis,0.0023,3.26,18,Pristigasteridae,25
47955,Eigenmannia trilineata,0.0062,2.58,19.5,Sternopygidae,25
5883,Scolopsis vosmeri,0.026905,3,11.5,Nemipteridae,25
1494,Herklotsichthys quadrimaculatus,0.013385,3.17539,14.5,Clupeidae,25
50760,Pelteobagrus eupogon,0.024,2.72,20,Bagridae,25
13282,Urotrygon nana,0.004,3.18,32,Urotrygonidae,25
4474,Gymnocephalus cernua,0.012560867,2.9961688,107,Percidae,25
1146,Haemulopsis corvinaeformis,0.010905,3.136625,22.1,Haemulidae,25
1063,Myripristis jacobus,0.06288,2.88815,21.7,Holocentridae,25
24692,Botia rostrata,0.00953,2.97,19.85,Botiidae,25
13193,Puntius dorsalis,0.0126,2.997,NA,Cyprinidae,25
14343,Stephanolepis diaspros,0.017533333,3.033666667,14.2,Monacanthidae,25
1369,Zeugopterus punctatus,0.0139,3.146,23.5,Scophthalmidae,25
3933,Pontinus rathbuni,0.0039,3.398,33.4,Scorpaenidae,25
4596,Nuchequula nuchalis,0.031675,2.774,10,Leiognathidae,25
1914,Carangoides humerosus,0.0222,2.939,22,Carangidae,25
5875,Scolopsis taenioptera,0.018463333,3.07039,24.8,Nemipteridae,25
46726,Hemiculter lucidus,0.0079,2.99,18.6,Cyprinidae,25
4453,Equulites leuciscus,0.0139575,3.1959175,18,Leiognathidae,25
544,Anchovia macrolepidota,0.01465,3.10075,22.2,Engraulidae,25
7869,Parapercis nebulosa,0.012185,3,25.2,Pinguipedidae,25
7532,Symphurus plagusia,0.012645,3.0265,25,Cynoglossidae,25
12902,Thysanophrys chiltonae,0.00267,3.34685,22.1,Platycephalidae,25
12977,Mylossoma duriventre,0.0292,3.118,24.9,Serrasalmidae,25
2975,Catostomus platyrhynchus,0.0117,2.972,NA,Catostomidae,25
8250,Glossogobius aureus,0.003,2.961,12.1,Gobiidae,25
23868,Sebastiscus albofasciatus,0.0168,3,53,Sebastidae,25
14419,Serranus hepatus,0.023395833,2.981958333,20,Serranidae,25
4518,Mirogrex terraesanctae,0.0029,3.24,NA,Cyprinidae,25
7634,Melichthys indicus,0.0257,2.94,NA,Balistidae,25
12453,Microspathodon bairdii,0.02239,2.99,NA,Pomacentridae,25
6505,Myripristis vittata,0.0182,3.05,NA,Holocentridae,25
13994,Odontoscion eurymesops,0.00537,3.09,NA,Sciaenidae,25
14570,Omegophora armilla,0.02754,2.88,NA,Tetraodontidae,25
6556,Ostracion meleagris,0.03548,2.81,NA,Ostraciidae,25
7230,Amblyeleotris fontanesii,0.00617,3.08,NA,Gobiidae,25
8327,Pareques viola,0.00537,3.09,NA,Sciaenidae,25
52931,Parupeneus jansenii,0.01202,3.09,NA,Mullidae,25
60801,Pentapodus aureofasciatus,0.01514,2.97,NA,Nemipteridae,25
13022,Plectranthias anthioides,0.00933,2.97,NA,Serranidae,25
13040,Polylepion russelli,0.00977,3.05,NA,Labridae,25
27317,Pomadasys taeniatus,0.01622,3.03,NA,Haemulidae,25
12795,Pseudolabrus japonicus,0.01995,2.99,NA,Labridae,25
46956,Pseudolabrus semifasciatus,0.01995,2.99,NA,Labridae,25
11682,Pseudomonacanthus elongatus,0.02188,2.91,NA,Monacanthidae,25
937,Pterocaesio randalli,0.01072,3.12,NA,Caesionidae,25
5345,Sargocentron melanospilos,0.0166,2.97,NA,Holocentridae,25
58508,Scarus fuscocaudalis,0.00794,3.11,NA,Scaridae,25
5881,Scolopsis trilineata,0.0182,2.98,NA,Nemipteridae,25
7919,Scorpaenopsis venosa,0.0123,3.02,NA,Scorpaenidae,25
4627,Siganus labyrinthodes,0.01585,3.07,NA,Siganidae,25
4612,Siganus trispilos,0.01585,3.07,NA,Siganidae,25
12916,Sphoeroides angusticeps,0.02754,2.88,NA,Tetraodontidae,25
5474,Antennarius striatus,0.01995,3.01,NA,Antennariidae,25
10938,Apolemichthys xanthopunctatus,0.0302,2.89,NA,Pomacanthidae,25
52460,Atypichthys strigatus,0.02291,2.99,NA,Kyphosidae,25
5501,Bodianus mesothorax,0.01202,3.06,NA,Labridae,25
921,Caesio striata,0.01259,3.09,NA,Caesionidae,25
14352,Caesioperca rasor,0.00933,2.97,NA,Serranidae,25
7842,Cantherhines fronticinctus,0.02188,2.91,NA,Monacanthidae,25
5472,Chaetodon oxycephalus,0.02291,3.01,NA,Chaetodontidae,25
10851,Chaetodontoplus meredithi,0.0302,2.89,NA,Pomacanthidae,25
60410,Chaetodontoplus niger,0.0302,2.89,NA,Pomacanthidae,25
6615,Choerodon monostigma,0.01259,3.05,NA,Labridae,25
51738,Choerodon zosterophorus,0.01259,3.05,NA,Labridae,25
4285,Xanthichthys ringens,0.0277,2.9321,NA,Balistidae,25
12693,Cirrhitops hubbardi,0.01585,3.01,NA,Cirrhitidae,25
7183,Coris picta,0.0049,3.11,NA,Labridae,25
12793,Coris sandeyeri,0.01,3.06,NA,Labridae,25
6013,Ctenochaetus hawaiiensis,0.02344,2.97,NA,Acanthuridae,25
5828,Dendrochirus zebra,0.01148,3.09,NA,Scorpaenidae,25
8723,Diplobatis ommata,0.01047,2.87,NA,Narcinidae,25
6612,Genicanthus lamarck,0.0302,2.89,NA,Pomacanthidae,25
60079,Genicanthus takeuchii,0.0302,2.89,NA,Pomacanthidae,25
8208,Halichoeres dispilus,0.01,3.08,NA,Labridae,25
11177,Holacanthus limbaughi,0.0302,2.89,NA,Pomacanthidae,25
6403,Inimicus filamentosus,0.01122,3.04,NA,Synanceiidae,25
4738,Acanthurus nigroris,0.02291,2.96,NA,Acanthuridae,25
14998,Labracinus lineatus,0.01995,3.01,NA,Pseudochromidae,25
1410,Lutjanus biguttatus,0.01445,2.98,NA,Lutjanidae,25
168,Lutjanus notatus,0.01445,2.98,NA,Lutjanidae,25
12782,Acanthurus tristis,0.02291,2.96,NA,Acanthuridae,25
50673,Loricariichthys derbyi,0.00292,3.41,24.9,Loricariidae,24.9
57855,Parupeneus orientalis,0.01202,3.09,NA,Mullidae,24.9
1664,Engraulis mordax,0.009056667,2.96,15,Engraulidae,24.8
13932,Lepophidium pardale,0.001,3.482,22.7,Ophidiidae,24.8
25718,Hemiodus immaculatus,0.01873,2.957,22,Hemiodontidae,24.7
12019,Neogobius melanostomus,0.019433529,3.042205882,35,Gobiidae,24.6
48090,Alosa tanaica,0.0049,3.23,24.6,Clupeidae,24.6
5276,Raiamas senegalensis,0.006396667,3.177533333,25,Cyprinidae,24.5
27290,Awaous guamensis,0.0241,3.17,12.1,Gobiidae,24.5
58258,Pseudopimelodus bufonius,0.0227,2.92,21,Pseudopimelodidae,24.5
13643,Symphurus fasciolaris,0.01,2.906,24.5,Cynoglossidae,24.5
5298,Labeobarbus wurtzi,0.014,2.853,24.5,Cyprinidae,24.5
48484,Pimelodella eigenmanni,0.004,3.11,24.5,Heptapteridae,24.5
56759,Neoscombrops atlanticus,0.0084,3.13,24.5,Acropomatidae,24.5
